順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2108.87,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0977-00,ヘイラッシャ,,みず,,一般,ノーマル,たべのこし,0493-04,アルセウス,じめんタイプ,じめん,,幻,はがね,だいちのプレート,0986-00,アラブルタケ,,くさ,あく,パラドックス,ほのお,あつぞこブーツ
4,2077.977,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりスカーフ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,ノーマル,あつぞこブーツ,1003-00,ディンルー,,あく,じめん,準伝説,はがね,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,シルクのスカーフ
5,2077.344,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,とつげきチョッキ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,でんき,こだわりハチマキ,0233-00,ポリゴン２,,ノーマル,,一般,フェアリー,しんかのきせき,0730-00,アシレーヌ,,みず,フェアリー,一般,はがね,こだわりメガネ,0970-00,キラフロル,,いわ,どく,一般,フェアリー,パワフルハーブ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,はがね,いかさまダイス
6,2070.047,1003-00,ディンルー,,あく,じめん,準伝説,みず,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,ゴツゴツメット,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,きあいのタスキ,0934-00,キョジオーン,,いわ,,一般,ひこう,たべのこし,0970-00,キラフロル,,いわ,どく,一般,あく,ふうせん,0493-00,アルセウス,ノーマルタイプ,ノーマル,,幻,ノーマル,シルクのスカーフ
8,2057.184,0493-17,アルセウス,フェアリータイプ,フェアリー,,幻,はがね,せいれいプレート,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,こだわりハチマキ,0977-00,ヘイラッシャ,,みず,,一般,ゴースト,たべのこし,0970-00,キラフロル,,いわ,どく,一般,じめん,ふうせん,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,くさ,とつげきチョッキ
9,2056.558,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,じめん,こだわりメガネ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,ノーマル,あつぞこブーツ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,ノーマル,きあいのタスキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,0727-00,ガオガエン,,ほのお,あく,一般,フェアリー,とつげきチョッキ
31,2010.314,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,ノーマル,くちたけん,0493-02,アルセウス,ひこうタイプ,ひこう,,幻,ほのお,あおぞらプレート,1003-00,ディンルー,,あく,じめん,準伝説,くさ,とつげきチョッキ,0977-00,ヘイラッシャ,,みず,,一般,くさ,たべのこし,0970-00,キラフロル,,いわ,どく,一般,じめん,レッドカード,0861-00,オーロンゲ,,あく,フェアリー,一般,ゴースト,こうこうのしっぽ
39,2007.922,0493-02,アルセウス,ひこうタイプ,ひこう,,幻,ほのお,あおぞらプレート,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,はがね,いかさまダイス,0849-00,ストリンダー,ハイなすがた,でんき,どく,一般,ノーマル,きあいのタスキ,0977-00,ヘイラッシャ,,みず,,一般,ほのお,たべのこし,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,どく,くろいヘドロ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,ほのお,とつげきチョッキ
43,2005.784,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりハチマキ,0382-00,カイオーガ,,みず,,禁止伝説,ゴースト,こだわりスカーフ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,くさ,とつげきチョッキ,0861-00,オーロンゲ,,あく,フェアリー,一般,ほのお,ゴツゴツメット,0970-00,キラフロル,,いわ,どく,一般,フェアリー,パワフルハーブ,1002-00,パオジアン,,あく,こおり,準伝説,じめん,きあいのタスキ
51,1996.909,0382-00,カイオーガ,,みず,,禁止伝説,ゴースト,こだわりメガネ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,くさ,いかさまダイス,1002-00,パオジアン,,あく,こおり,準伝説,あく,あつぞこブーツ,0861-00,オーロンゲ,,あく,フェアリー,一般,ノーマル,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ,0901-00,ガチグマ,,じめん,ノーマル,一般,フェアリー,かえんだま
