順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
26,1953.805,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,ほのお,ブーストエナジー,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,きあいのタスキ,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,ドラゴン,くちたたて,0101-00,マルマイン,,でんき,,一般,ノーマル,こうかくレンズ
37,1927.627,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,のろいのおふだ,0382-00,カイオーガ,,みず,,禁止伝説,むし,おんみつマント,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,どく,こだわりスカーフ,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0727-00,ガオガエン,,ほのお,あく,一般,みず,ぼうじんゴーグル,0591-00,モロバレル,,くさ,どく,一般,フェアリー,ゴツゴツメット
54,1909.356,1002-00,パオジアン,,あく,こおり,準伝説,じめん,きあいのタスキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,いのちのたま,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,ドラゴン,くちたたて,0637-00,ウルガモス,,むし,ほのお,一般,みず,ゴツゴツメット,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,あく,おんみつマント,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,みず,サイコシード
58,1905.741,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,ゴツゴツメット,0904-00,ハリーマン,,あく,どく,一般,どく,くろいヘドロ,1003-00,ディンルー,,あく,じめん,準伝説,どく,たべのこし,0970-00,キラフロル,,いわ,どく,一般,みず,パワフルハーブ,0812-00,ゴリランダー,,くさ,,一般,どく,とつげきチョッキ
86,1892.904,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,フェアリー,たべのこし,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりスカーフ,0903-00,オオニューラ,,かくとう,どく,一般,あく,エレキシード,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,みず,いのちのたま,0727-00,ガオガエン,,ほのお,あく,一般,むし,ゴツゴツメット,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ
91,1891.04,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,みず,パワフルハーブ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,きあいのタスキ,0901-00,ガチグマ,,じめん,ノーマル,一般,ゴースト,かえんだま,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,くさ,だっしゅつボタン
101,1884.5,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ノーマル,するどいくちばし,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ,0901-00,ガチグマ,,じめん,ノーマル,一般,ゴースト,かえんだま,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,こだわりメガネ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,エレキシード,0727-00,ガオガエン,,ほのお,あく,一般,ゴースト,とつげきチョッキ
156,1829.198,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,ほのお,おんみつマント,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,あく,いのちのたま,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,こだわりスカーフ,0547-00,エルフーン,,くさ,フェアリー,一般,あく,とくせいガード,0981-00,リキキリン,,ノーマル,エスパー,一般,みず,エレキシード,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,ブーストエナジー
170,1822.541,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,パワフルハーブ,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,おんみつマント,0547-00,エルフーン,,くさ,フェアリー,一般,ゴースト,メンタルハーブ,0727-00,ガオガエン,,ほのお,あく,一般,ゴースト,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,くさ,しんぴのしずく,0571-01,ゾロアーク,ヒスイのすがた,ノーマル,ゴースト,一般,ほのお,きあいのタスキ
231,1806.039,0382-00,カイオーガ,,みず,,禁止伝説,でんき,こだわりメガネ,0272-00,ルンパッパ,,みず,くさ,一般,くさ,きあいのタスキ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,みず,とつげきチョッキ,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,みず,いのちのたま,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,しんぴのしずく,0149-00,カイリュー,,ドラゴン,ひこう,一般,ほのお,いかさまダイス
