順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2073.047,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,こだわりハチマキ,0934-00,キョジオーン,,いわ,,一般,どく,たべのこし,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,とつげきチョッキ,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,こだわりメガネ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ほのお,ゴツゴツメット
4,2059.42,0983-00,ドドゲザン,,あく,はがね,一般,あく,おんみつマント,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,オボンのみ,0249-00,ルギア,,エスパー,ひこう,禁止伝説,どく,たべのこし,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,0970-00,キラフロル,,いわ,どく,一般,フェアリー,きあいのタスキ
5,2058.411,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりハチマキ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,ゴツゴツメット,0934-00,キョジオーン,,いわ,,一般,フェアリー,たべのこし,0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,はがね,おんみつマント,0472-00,グライオン,,じめん,ひこう,一般,みず,どくどくだま,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,とつげきチョッキ
6,2057.238,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,たべのこし,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,くろいメガネ,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,とつげきチョッキ,0970-00,キラフロル,,いわ,どく,一般,あく,レッドカード,0594-00,ママンボウ,,みず,,一般,フェアリー,ゴツゴツメット
8,2045.309,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,きあいのタスキ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,0594-00,ママンボウ,,みず,,一般,ノーマル,とつげきチョッキ,0934-00,キョジオーン,,いわ,,一般,フェアリー,たべのこし,0990-00,テツノワダチ,,じめん,はがね,パラドックス,じめん,こだわりハチマキ
10,2041.568,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,ドラゴン,こだわりメガネ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,ノーマル,くちたけん,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,こおり,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,あく,ブーストエナジー,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし
15,2016.619,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,フェアリー,こだわりスカーフ,0382-00,カイオーガ,,みず,,禁止伝説,フェアリー,とつげきチョッキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,ゴツゴツメット,1002-00,パオジアン,,あく,こおり,準伝説,こおり,きあいのタスキ,0934-00,キョジオーン,,いわ,,一般,フェアリー,たべのこし,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,じめん,こだわりハチマキ
31,1995.187,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,ノーマル,だっしゅつパック,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,ほのお,いかさまダイス,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,みず,ゴツゴツメット,0903-00,オオニューラ,,かくとう,どく,一般,あく,エレキシード,1002-00,パオジアン,,あく,こおり,準伝説,でんき,きあいのタスキ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,ステラ,いのちのたま
35,1992.763,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,はがね,こだわりハチマキ,0594-00,ママンボウ,,みず,,一般,フェアリー,ゴツゴツメット,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,あつぞこブーツ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ
36,1991.105,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,こだわりスカーフ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,ノーマル,くちたけん,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,ゴツゴツメット,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ
44,1985.362,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,フェアリー,おんみつマント,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,こだわりハチマキ,0113-00,ラッキー,,ノーマル,,一般,あく,しんかのきせき,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,0980-00,ドオー,,どく,じめん,一般,どく,くろいヘドロ
